0.07295923,-0.3469697,-0.10868027
-0.2407616,-0.21464325,-0.029843781
-0.11280836,0.26829568,0.2975596
-0.743555,-0.097705185,-0.025072701
0.2394778,0.29102167,0.16791973
-0.85098153,-0.19157943,-0.046719052
-0.4756234,-0.0636981,0.09121769
0.20096344,0.36891335,0.10729061
0.023733564,-0.14705531,-0.22197497
0.43933415,0.19234788,0.056321435
-0.50925285,-0.31242222,0.13571058
-0.3076274,0.22235997,0.031156072
0.82226235,0.2016168,0.06074486
-0.31618622,-0.38062903,0.017239979
-0.8989618,-0.16449805,-0.033984516
-0.38609117,-0.11261591,-0.07236673
0.4016952,0.07029677,0.06382028
-0.41476527,0.0029866907,-0.043674238
-0.052670453,0.040232312,0.06744351
-0.32320514,0.098280154,-0.07670621
0.034483448,0.25359023,0.17869571
-0.49071223,-0.106762566,-0.033067927
0.7536003,0.15766002,0.025526347
0.55391544,0.18188015,-0.039317127
-0.09155146,0.31779653,-0.300043
0.21074012,-0.220855,-0.02066175
-0.25371605,0.2540194,0.07016757
0.23236212,0.16519383,0.10034589
0.34449342,-0.05551504,0.024719428
-0.30698797,0.3060353,0.0562406
-0.0425421,0.20266895,-0.20075744
-0.0069433884,0.16064748,-0.103888035
