0.08065561,0.07412458,0.040537868,-0.010036062,0.06530966,-0.07602829,0.053324502,0.030472115,0.10282215,-0.08953525,0.10181166,0.054232266,0.06812656,-0.06412923,0.0078595495,0.07006929,-0.08848567,0.18215524,-0.059539035,0.07231681,-0.043916594,-0.088428326,0.17097369,0.08521462,-0.12598844,-0.11461267,-0.0777279,0.03666543,-0.07995296,0.002452427,-0.06110872,0.032786053
0.14791304,-0.05920897,-0.07337451,-0.04407074,-0.07678113,0.15732309,0.012716335,-0.0056860633,-0.10921659,-0.21478805,-0.111678496,0.11940697,0.030447165,-0.056808826,-0.009514767,-0.106768094,0.112117596,-0.050659753,-0.0031889074,-0.12882032,0.005921122,0.00913585,0.009350044,0.06229545,-0.059968743,-0.100655735,-0.05498603,0.0258749,-0.15132144,0.05678592,-0.031988565,-0.065322556
-0.05695683,0.03930175,0.061577234,0.09671444,-0.1229701,0.13443944,-0.15343224,0.23080955,0.03914164,0.18897817,0.15161183,-0.05993458,0.08721782,0.106829405,0.16566171,-0.022129282,-0.062051035,0.055917155,0.16990446,0.07808553,-0.055406727,0.057148024,0.10801832,0.09248947,-0.03335931,0.109310575,-0.0843011,0.08695623,0.115478046,0.047434215,0.13898438,0.02158701
-0.05111036,0.045411587,0.1504163,0.09811337,-0.14896895,0.03565304,-0.0176629,-0.035787508,0.00671464,0.0023703328,-0.26966092,0.038710378,-0.18901184,-0.06544952,0.0068322406,0.00051583373,0.06408017,-0.087595396,0.21381244,0.04694231,-0.018340891,-0.05436059,-0.12617865,-0.006717106,-0.15708642,-0.15135178,-0.0008911304,-0.073567115,0.0563893,-0.10877229,-0.13665801,0.040169667
0.024744248,0.0028418617,-0.073609784,0.17596593,0.0950962,0.07241947,-0.057495575,0.1158515,0.22919127,0.0036727763,0.11802413,-0.092035934,-0.16385654,0.1987917,0.31289423,0.0457215,-0.12946874,-0.08544002,-0.05087771,0.16036503,-0.13738908,0.08679009,-0.23761442,-0.055310402,-0.1135785,-0.066658385,0.14267004,0.07917641,-0.143281,0.14028543,-0.04157284,0.12273429
-0.00056299666,0.11441456,0.089246735,0.04383734,-0.024817746,-0.051545575,-0.038307413,-0.21416584,0.020800114,0.07492023,-0.13027339,-0.14911307,0.14174023,0.037115514,0.10826485,0.059030652,-0.058972467,0.1519947,0.035554174,-0.021265363,-0.07907207,-0.15735409,-0.08639827,0.07088703,-0.014411529,-0.074944176,0.18366016,0.12771557,0.07628083,0.057431106,-0.027450714,-0.07388481
0.086817585,-0.044873703,-0.06572839,0.19617803,0.10104241,-0.1230019,-0.12924118,0.07525312,-0.13839313,-0.035090905,-0.10934535,0.007943218,0.024750443,-0.13890329,0.09206301,-0.03725633,0.07787282,0.115204595,-0.08931296,-0.03240456,0.035969764,0.064584374,-0.1617012,-0.113479145,-0.114242576,0.16038512,-0.084929906,0.076660156,0.037725158,0.027682617,0.11921069,-0.12911262
-0.05095216,0.05337238,-0.13056426,0.33236676,-0.021901438,0.23402256,0.089733995,-0.094414026,-0.01145092,-0.1181943,-0.030469552,0.037059814,-0.24391219,0.0038694376,0.37826368,0.0022609774,0.053963833,0.1480908,0.09139695,0.07057563,-0.0895664,0.0715583,-0.16941053,-0.24960728,-0.05521245,0.0010061583,0.056188963,0.13774666,-0.14928333,-0.012461676,0.011039894,0.09885093
0.06331927,-0.022844553,0.084181815,0.13132241,-0.04037252,0.039282836,-0.17408597,-0.012538537,0.10703708,-0.05732338,0.12223333,0.0040967776,-0.1141172,-0.13221624,0.29352373,-0.024473323,0.21029966,0.058351208,0.203374,-0.13774163,-0.039281946,-0.15018502,-0.08261107,0.17386606,0.043501355,-0.09184541,-0.21529907,0.16146138,0.1100724,0.12619272,0.05315644,-0.056445964
0.013988067,0.07647579,-0.13705221,0.0874785,-0.027784137,0.2602108,-0.13587968,0.12024434,0.09693198,-0.017281838,0.14107506,0.09124682,-0.05545191,0.009424363,0.13966388,-0.15332171,0.1387928,0.07039473,-0.038808342,0.107574716,0.15181924,0.034182083,-0.22260553,-0.2176677,0.10166833,-0.09781221,-0.074709535,-0.11984754,-0.027294353,0.058574222,0.081638984,0.06341472
