-0.39512032,0.005407721
-2.7115088,-0.23282735
-2.3063092,0.031554494
0.13879241,-0.01737577
-0.11901596,0.01569729
2.2604597,-0.04116119
-2.0008285,0.008745634
1.5879108,-0.010549499
-1.8857338,0.031950764
-0.026893446,0.0059884777
2.6806142,-0.004138376
-0.047076695,0.00030339923
2.7319434,0.05277116
-1.2603296,0.014543032
-2.6012537,-0.0560523
-1.3322268,0.010237231
-1.9389845,-0.35757998
-0.0049056425,0.016282365
0.2595777,-0.042397168
2.5271966,-0.0049582575
-2.3062837,0.033700526
2.4981444,-0.25432876
-0.12980981,-0.010867966
-2.4117932,-0.30432984
-2.3427112,0.026151655
2.4971879,0.041430067
2.3172233,0.08301136
-0.38577917,0.51475614
1.259907,-0.02537714
0.13155647,0.005235072
2.8268042,-0.028424505
-0.68048126,0.015652936
