0.13094795,-0.3044064,-0.12359126
-0.24386024,-0.41847855,0.06390995
-0.14905909,0.29874834,0.28809467
-0.68805414,-0.10699808,-0.028576307
0.29100472,0.3271045,0.098761395
-0.80517805,-0.19112004,-0.0605185
-0.50217676,-0.040812694,0.1119122
0.14611328,0.45209503,0.15418282
0.13971052,-0.29853585,-0.26961353
0.38056454,0.22362025,0.08365324
-0.33970463,-0.3398132,0.23730306
-0.33779004,0.17808098,0.07662397
0.7754258,0.20397459,0.073368624
-0.26804677,-0.37167132,0.097109094
-0.8953532,-0.14687453,-0.03435658
-0.36715737,-0.1233958,-0.10359746
0.36994994,0.036710054,0.11218839
-0.3738462,0.021555679,-0.07322285
-0.07708111,0.10638986,0.09779693
-0.2775242,0.15351275,-0.12209091
-0.060518187,0.3406893,0.13707183
-0.4600622,-0.18674417,-0.038944297
0.7176212,0.16112301,0.036878422
0.6205846,0.10725292,-0.08537538
-0.10507799,0.39459404,-0.35358396
0.21387415,-0.2535843,-0.0050909575
-0.2249393,0.22737773,0.16309172
0.26012424,0.14637688,0.10562668
0.28001848,-0.031614892,0.03332633
-0.1807532,0.32041776,0.15673357
-0.1964992,0.3893848,-0.35270146
0.05895814,0.25090018,-0.10932347
