0.09361319,0.07764055,0.09101674
0.5050956,0.2408747,0.12362605
0.27610183,0.06597127,0.0021819372
0.14438333,-0.39621025,0.017483747
-0.3533464,-0.04592232,-0.018457204
-0.40081376,0.20867144,0.38257566
0.15648237,0.15881564,-0.23753165
0.31723368,-0.24511686,-0.45416418
0.2670889,-0.29580536,-0.56090975
-0.35077313,-0.25488436,0.39394605
0.14694047,0.20132883,-0.36232632
-0.34110183,-0.36822596,-0.35177433
-0.39300847,-0.17556207,-0.09539965
-0.12712185,-0.28010005,0.38980874
0.30317432,-0.26213998,0.30882898
-0.51776147,-0.050675824,-0.17599578
0.4625383,0.26072967,-0.12651591
-0.61264414,-0.04944143,-0.0451202
-0.48126078,-0.05665914,-0.006037162
0.42683876,0.08179515,0.016057288
0.40119615,0.07156665,-0.07406572
-0.41489834,-0.08288079,-0.022366649
-0.0965988,0.18098938,-0.28667536
-0.03515059,0.34171277,0.35315242
0.33392623,-0.12157471,0.18833841
0.41546294,0.13475211,-0.14459364
-0.2214842,0.25495243,-0.39468977
0.4490112,0.26932207,-0.43217763
-0.089589246,-0.4486482,-0.07618096
-0.5648631,-0.06508575,-0.013119858
-0.08847426,0.111349575,0.04449794
-0.3040089,0.26212507,-0.3078733
