0.11605417,-0.003107762
-0.3717723,0.012490547
0.3340675,0.0816091
-0.11623162,0.14844319
-0.2773499,-0.08095208
-0.34523806,-0.1732072
-0.08806452,0.09072863
-0.25242752,0.13914722
-0.26759034,-0.048493996
-0.030301327,-0.053762797
0.101548396,-0.004373345
0.47266755,0.14022328
-0.5950602,-0.18648557
0.15170088,-0.18086313
-0.023145156,-0.0014923214
-0.010201436,-0.0024304085
0.41502753,0.13040264
-0.07681007,-0.10854159
-0.101799436,-0.19827412
-0.5739001,-0.050098468
0.18128648,-0.19719964
-0.19618428,-0.02296606
0.4271835,0.06967455
0.19720247,0.041681234
-0.020642169,-0.00020289615
-0.006202994,-0.0009532212
-0.40173766,0.4733667
-0.11749044,-0.2163614
-0.38606745,-0.060113728
0.0026587474,8.3025225e-06
-0.038358208,-0.110360004
0.35457817,-0.3710948
