Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
2.7059319019317627	0	0.99462914	0.003523074	0.99997455	0.98352915	1.0	0.0	6001	6001
5.11987829208374	1	0.99459994	0.0034973193	0.9999803	0.98328096	1.0	0.0	6001	12002
7.2942023277282715	2	0.9945948	0.0035269398	0.999986	0.9828672	1.0	0.0	6001	18003
9.514456510543823	3	0.9946167	0.0035006464	0.9999922	0.9832767	1.0	0.0	6001	24004
14.420599937438965	4	0.99456763	0.0035356744	0.9999929	0.9830828	1.0	0.0	6001	30005
16.61784315109253	5	0.9946559	0.0035095226	0.99999535	0.9835088	1.0	0.0	6001	36006
18.842275381088257	6	0.9946617	0.0035065545	0.9999891	0.9833904	1.0	0.0	6001	42007
21.053852081298828	7	0.9945473	0.0035435157	0.9999982	0.98301655	1.0	0.0	6001	48008
23.273247241973877	8	0.9946428	0.0035674847	0.99996156	0.98350096	1.0	0.0	6001	54009
25.46232271194458	9	0.99457693	0.0035854978	0.9999876	0.98325545	1.0	0.0	6001	60010
27.632808208465576	10	0.9946087	0.0035542005	0.99997026	0.9834697	1.0	0.0	6001	66011
29.82120370864868	11	0.994635	0.0035260487	0.9999897	0.9829039	1.0	0.0	6001	72012
32.00441908836365	12	0.9945613	0.003506287	0.99998003	0.98348165	1.0	0.0	6001	78013
34.20991563796997	13	0.99456924	0.0035551826	0.9999895	0.98382944	1.0	0.0	6001	84014
36.403520584106445	14	0.99462134	0.0035374793	0.99999446	0.9831818	1.0	0.0	6001	90015
38.62667465209961	15	0.9945808	0.0035966784	0.99997646	0.98347443	1.0	0.0	6001	96016
40.939465045928955	16	0.99459386	0.00349716	0.999972	0.9834308	1.0	0.0	6001	102017
45.9067006111145	17	0.994587	0.0035404626	0.99999446	0.9840996	1.0	0.0	6001	108018
48.150068044662476	18	0.99452454	0.0035568788	0.9999885	0.9837114	1.0	0.0	6001	114019
50.49249815940857	19	0.9946391	0.003541661	0.9999947	0.9836845	1.0	0.0	6001	120020
52.82377886772156	20	0.99457496	0.0035852168	0.9999893	0.9833753	1.0	0.0	6001	126021
55.13687348365784	21	0.99465793	0.003525038	0.99999833	0.98296356	1.0	0.0	6001	132022
57.377888441085815	22	0.9945367	0.00352585	0.9999931	0.9830199	1.0	0.0	6001	138023
59.7576470375061	23	0.99452144	0.0035236047	0.9999827	0.98307824	1.0	0.0	6001	144024
